ukmcs_variable_name,ukmcs_variable_label,mcs_variables_value_labels,combined_labels
APWRBM0FR,Problems at birth or in first week MC6 recoded  ,"-9.0 = Refusal; -8.0 = Dont Know; -1.0 = Not applicable; 1.0 = No problems; 2.0 = Delay in breathing at birth; 3.0 = Breathing difficulty or distress in first week; 4.0 = Jaundice requiring hospital treatment; 5.0 = Infection or suspected infection; 51.0 = Other/Low body temperature; 52.0 = Other/Low blood sugar level; 53.0 = Other/Cord around neck; 54.0 = Other/Birth injury; 55.0 = Other/Meconium, mucus or fluid aspiration, heart; 56.0 = Other/Failure to thrive, excess loss of weight; 57.0 = Other/Mention of intensive care, special care unit,; 58.0 = Other/Tube fed, nasogastric feeds; 59.0 = Other/Other feeding problems, vomiting; 60.0 = Other/Other major procedures, transfusion,; 61.0 = Other/Maternal problem without mention of baby; 62.0 = Other/Born early, premature, low birth weight; 63.0 = Other/Convulsions, fits, jittery; 70.0 = Other/Congenital heart disease, definite; 71.0 = Other/Congenital heart disease, not yet definite; 72.0 = Other/Congenital dislocation of hip, definite; 73.0 = Other/Congenital dislocation of hip, not yet; 74.0 = Other/Clubfoot (Talipes equinovarus), definite; 75.0 = Other/Talipes, not yet definite; 76.0 = Other/Specified skeletal abnormalities; 77.0 = Other/Urogenital abnormalities; 78.0 = Other/Gastrointestinal abnormalities; 79.0 = Other/Harelip/cleft palate; 80.0 = Other/Skin abnormalities; 81.0 = Other/Chromosomal or genetic abnormalities; 82.0 = Other/Brain, central nervous, spinal cord or; 83.0 = Other/Other congenital abnormalities major; 84.0 = Other/Other congenital abnormalities minor; 85.0 = Other answer (not codeable 1-5, 51-63,; 86.0 = Irrelevant response; 94.0 = Other problems in first week; 95.0 = Other problems at birth","Problems at birth or in first week MC6 recoded  : -9.0 = Refusal; -8.0 = Dont Know; -1.0 = Not applicable; 1.0 = No problems; 2.0 = Delay in breathing at birth; 3.0 = Breathing difficulty or distress in first week; 4.0 = Jaundice requiring hospital treatment; 5.0 = Infection or suspected infection; 51.0 = Other/Low body temperature; 52.0 = Other/Low blood sugar level; 53.0 = Other/Cord around neck; 54.0 = Other/Birth injury; 55.0 = Other/Meconium, mucus or fluid aspiration, heart; 56.0 = Other/Failure to thrive, excess loss of weight; 57.0 = Other/Mention of intensive care, special care unit,; 58.0 = Other/Tube fed, nasogastric feeds; 59.0 = Other/Other feeding problems, vomiting; 60.0 = Other/Other major procedures, transfusion,; 61.0 = Other/Maternal problem without mention of baby; 62.0 = Other/Born early, premature, low birth weight; 63.0 = Other/Convulsions, fits, jittery; 70.0 = Other/Congenital heart disease, definite; 71.0 = Other/Congenital heart disease, not yet definite; 72.0 = Other/Congenital dislocation of hip, definite; 73.0 = Other/Congenital dislocation of hip, not yet; 74.0 = Other/Clubfoot (Talipes equinovarus), definite; 75.0 = Other/Talipes, not yet definite; 76.0 = Other/Specified skeletal abnormalities; 77.0 = Other/Urogenital abnormalities; 78.0 = Other/Gastrointestinal abnormalities; 79.0 = Other/Harelip/cleft palate; 80.0 = Other/Skin abnormalities; 81.0 = Other/Chromosomal or genetic abnormalities; 82.0 = Other/Brain, central nervous, spinal cord or; 83.0 = Other/Other congenital abnormalities major; 84.0 = Other/Other congenital abnormalities minor; 85.0 = Other answer (not codeable 1-5, 51-63,; 86.0 = Irrelevant response; 94.0 = Other problems in first week; 95.0 = Other problems at birth"
APWRBM0GR,Problems at birth or in first week MC7 recoded  ,"-9.0 = Refusal; -8.0 = Dont Know; -1.0 = Not applicable; 1.0 = No problems; 2.0 = Delay in breathing at birth; 3.0 = Breathing difficulty or distress in first week; 4.0 = Jaundice requiring hospital treatment; 5.0 = Infection or suspected infection; 51.0 = Other/Low body temperature; 52.0 = Other/Low blood sugar level; 53.0 = Other/Cord around neck; 54.0 = Other/Birth injury; 55.0 = Other/Meconium, mucus or fluid aspiration, heart; 56.0 = Other/Failure to thrive, excess loss of weight; 57.0 = Other/Mention of intensive care, special care unit,; 58.0 = Other/Tube fed, nasogastric feeds; 59.0 = Other/Other feeding problems, vomiting; 60.0 = Other/Other major procedures, transfusion,; 61.0 = Other/Maternal problem without mention of baby; 62.0 = Other/Born early, premature, low birth weight; 63.0 = Other/Convulsions, fits, jittery; 70.0 = Other/Congenital heart disease, definite; 71.0 = Other/Congenital heart disease, not yet definite; 72.0 = Other/Congenital dislocation of hip, definite; 73.0 = Other/Congenital dislocation of hip, not yet; 74.0 = Other/Clubfoot (Talipes equinovarus), definite; 75.0 = Other/Talipes, not yet definite; 76.0 = Other/Specified skeletal abnormalities; 77.0 = Other/Urogenital abnormalities; 78.0 = Other/Gastrointestinal abnormalities; 79.0 = Other/Harelip/cleft palate; 80.0 = Other/Skin abnormalities; 81.0 = Other/Chromosomal or genetic abnormalities; 82.0 = Other/Brain, central nervous, spinal cord or; 83.0 = Other/Other congenital abnormalities major; 84.0 = Other/Other congenital abnormalities minor; 85.0 = Other answer (not codeable 1-5, 51-63,; 86.0 = Irrelevant response; 94.0 = Other problems in first week","Problems at birth or in first week MC7 recoded  : -9.0 = Refusal; -8.0 = Dont Know; -1.0 = Not applicable; 1.0 = No problems; 2.0 = Delay in breathing at birth; 3.0 = Breathing difficulty or distress in first week; 4.0 = Jaundice requiring hospital treatment; 5.0 = Infection or suspected infection; 51.0 = Other/Low body temperature; 52.0 = Other/Low blood sugar level; 53.0 = Other/Cord around neck; 54.0 = Other/Birth injury; 55.0 = Other/Meconium, mucus or fluid aspiration, heart; 56.0 = Other/Failure to thrive, excess loss of weight; 57.0 = Other/Mention of intensive care, special care unit,; 58.0 = Other/Tube fed, nasogastric feeds; 59.0 = Other/Other feeding problems, vomiting; 60.0 = Other/Other major procedures, transfusion,; 61.0 = Other/Maternal problem without mention of baby; 62.0 = Other/Born early, premature, low birth weight; 63.0 = Other/Convulsions, fits, jittery; 70.0 = Other/Congenital heart disease, definite; 71.0 = Other/Congenital heart disease, not yet definite; 72.0 = Other/Congenital dislocation of hip, definite; 73.0 = Other/Congenital dislocation of hip, not yet; 74.0 = Other/Clubfoot (Talipes equinovarus), definite; 75.0 = Other/Talipes, not yet definite; 76.0 = Other/Specified skeletal abnormalities; 77.0 = Other/Urogenital abnormalities; 78.0 = Other/Gastrointestinal abnormalities; 79.0 = Other/Harelip/cleft palate; 80.0 = Other/Skin abnormalities; 81.0 = Other/Chromosomal or genetic abnormalities; 82.0 = Other/Brain, central nervous, spinal cord or; 83.0 = Other/Other congenital abnormalities major; 84.0 = Other/Other congenital abnormalities minor; 85.0 = Other answer (not codeable 1-5, 51-63,; 86.0 = Irrelevant response; 94.0 = Other problems in first week"
ACBFEV00,Ever tried to breastfeed,-9.0 = Refusal; -8.0 = Don't Know; -1.0 = Not applicable; 1.0 = Yes,Ever tried to breastfeed: -9.0 = Refusal; -8.0 = Don't Know; -1.0 = Not applicable; 1.0 = Yes
ACBFEA00,Age when CM last had breast milk?   ,-9.0 = Refusal; -8.0 = Don't Know; -1.0 = Not applicable; 1.0 = Never took breast milk; 2.0 = Less than one day; 3.0 = Answer given in days; 4.0 = Answer given in weeks; 5.0 = Answer given in months,Age when CM last had breast milk?   : -9.0 = Refusal; -8.0 = Don't Know; -1.0 = Not applicable; 1.0 = Never took breast milk; 2.0 = Less than one day; 3.0 = Answer given in days; 4.0 = Answer given in weeks; 5.0 = Answer given in months
ACBFED00,Age (in days) when CM last had breast milk? ,-9.0 = Refusal; -8.0 = Don't Know,Age (in days) when CM last had breast milk? : -9.0 = Refusal; -8.0 = Don't Know
ACBFEW00,Age (in weeks) when CM last had breast milk?,-9.0 = Refusal; -8.0 = Don't Know,Age (in weeks) when CM last had breast milk?: -9.0 = Refusal; -8.0 = Don't Know
ACBFEM00,Age (in months) when CM last had breast milk?   ,-9.0 = Refusal; -8.0 = Don't Know,Age (in months) when CM last had breast milk?   : -9.0 = Refusal; -8.0 = Don't Know
ACAGDM00,Age first had formula milk  ,-9.0 = Refusal; -8.0 = Don't Know; -1.0 = Not applicable; 1.0 = Has not had; 2.0 = Less than one day; 3.0 = Answer given in days; 4.0 = Answer given in weeks,Age first had formula milk  : -9.0 = Refusal; -8.0 = Don't Know; -1.0 = Not applicable; 1.0 = Has not had; 2.0 = Less than one day; 3.0 = Answer given in days; 4.0 = Answer given in weeks
ACDMDA00,Age first had formula milk (Days)   ,-9.0 = Refusal; -8.0 = Don't Know,Age first had formula milk (Days)   : -9.0 = Refusal; -8.0 = Don't Know
ACDMWK00,Age first had formula milk (Weeks)  ,-9.0 = Refusal; -8.0 = Don't Know,Age first had formula milk (Weeks)  : -9.0 = Refusal; -8.0 = Don't Know
ACDMMT00,Age first had formula milk (Months) ,-9.0 = Refusal; -8.0 = Don't Know,Age first had formula milk (Months) : -9.0 = Refusal; -8.0 = Don't Know
ACCMMT00,Age first had cows milk ,-9.0 = Refusal; -8.0 = Don't Know,Age first had cows milk : -9.0 = Refusal; -8.0 = Don't Know
ACOMMT00,Age first had other milk,-9.0 = Refusal; -8.0 = Don't Know,Age first had other milk: -9.0 = Refusal; -8.0 = Don't Know
ACSFMT00,Age first had solid food,-9.0 = Refusal; -8.0 = Don't Know,Age first had solid food: -9.0 = Refusal; -8.0 = Don't Know
ACLWTM00,Month of babys most recent weight   ,-9.0 = Refusal; -8.0 = Don't Know,Month of babys most recent weight   : -9.0 = Refusal; -8.0 = Don't Know
ACLWTY00,Year of babys most recent weight,-9.0 = Refusal; -8.0 = Don't Know,Year of babys most recent weight: -9.0 = Refusal; -8.0 = Don't Know
ACWTRB00,Babys most recent weight,-9.0 = Refusal; -8.0 = Don't Know; -1.0 = Not applicable; 1.0 = Consulted and information available; 2.0 = Consulted but information NOT available,Babys most recent weight: -9.0 = Refusal; -8.0 = Don't Know; -1.0 = Not applicable; 1.0 = Consulted and information available; 2.0 = Consulted but information NOT available
ACIMAN00,Had any immunisations   ,-9.0 = Refusal; -8.0 = Don't Know; -1.0 = Not applicable; 1.0 = Yes,Had any immunisations   : -9.0 = Refusal; -8.0 = Don't Know; -1.0 = Not applicable; 1.0 = Yes
ACIMMU00,Has all immunisations   ,-9.0 = Refusal; -8.0 = Don't Know; -1.0 = Not applicable; 1.0 = Yes,Has all immunisations   : -9.0 = Refusal; -8.0 = Don't Know; -1.0 = Not applicable; 1.0 = Yes
ACIMAC0A,Reasons not had any immunisations MC1   ,"-9.0 = Refusal; -8.0 = Don't Know; -1.0 = Not applicable; 1.0 = Administrative error/difficulties e.g. no; 2.0 = Lack of supplies/immunisationation; 3.0 = Staffing problems e.g. doctor unavailable; 4.0 = Other problems with services/service providers; 5.0 = Child was unwell/in hospital when appointment due; 6.0 = Other reason relating to baby; 7.0 = Medical problems related to/bad reactions to; 8.0 = Mother/parent unable to keep appointment; 9.0 = Other reason relating to family; 10.0 = Next appointment in the near future/soon; 11.0 = Doesn t want child to have all immunisations at; 12.0 = Parent hasn t got around to it yet; 13.0 = Prefers to use homeopathic alternative/other method; 14.0 = Parent doesn t like needles/injections; 15.0 = Associated health risks/concerns; 16.0 = Benefits do not outweigh the risks; 17.0 = Believes child is too young, prefers to wait until; 18.0 = Parental choice, no specific reason; 20.0 = No reason given/don t know; 85.0 = Other answer (not codeable 1-18, 20)","Reasons not had any immunisations MC1   : -9.0 = Refusal; -8.0 = Don't Know; -1.0 = Not applicable; 1.0 = Administrative error/difficulties e.g. no; 2.0 = Lack of supplies/immunisationation; 3.0 = Staffing problems e.g. doctor unavailable; 4.0 = Other problems with services/service providers; 5.0 = Child was unwell/in hospital when appointment due; 6.0 = Other reason relating to baby; 7.0 = Medical problems related to/bad reactions to; 8.0 = Mother/parent unable to keep appointment; 9.0 = Other reason relating to family; 10.0 = Next appointment in the near future/soon; 11.0 = Doesn t want child to have all immunisations at; 12.0 = Parent hasn t got around to it yet; 13.0 = Prefers to use homeopathic alternative/other method; 14.0 = Parent doesn t like needles/injections; 15.0 = Associated health risks/concerns; 16.0 = Benefits do not outweigh the risks; 17.0 = Believes child is too young, prefers to wait until; 18.0 = Parental choice, no specific reason; 20.0 = No reason given/don t know; 85.0 = Other answer (not codeable 1-18, 20)"
ACIMAC0B,Reasons not had any immunisations MC2   ,"-9.0 = Refusal; -8.0 = Don't Know; -1.0 = Not applicable; 1.0 = Administrative error/difficulties e.g. no; 2.0 = Lack of supplies/immunisationation; 3.0 = Staffing problems e.g. doctor unavailable; 4.0 = Other problems with services/service providers; 5.0 = Child was unwell/in hospital when appointment due; 6.0 = Other reason relating to baby; 7.0 = Medical problems related to/bad reactions to; 8.0 = Mother/parent unable to keep appointment; 9.0 = Other reason relating to family; 10.0 = Next appointment in the near future/soon; 11.0 = Doesn t want child to have all immunisations at; 12.0 = Parent hasn t got around to it yet; 13.0 = Prefers to use homeopathic alternative/other method; 14.0 = Parent doesn t like needles/injections; 15.0 = Associated health risks/concerns; 16.0 = Benefits do not outweigh the risks; 17.0 = Believes child is too young, prefers to wait until; 18.0 = Parental choice, no specific reason; 20.0 = No reason given/don t know; 85.0 = Other answer (not codeable 1-18, 20)","Reasons not had any immunisations MC2   : -9.0 = Refusal; -8.0 = Don't Know; -1.0 = Not applicable; 1.0 = Administrative error/difficulties e.g. no; 2.0 = Lack of supplies/immunisationation; 3.0 = Staffing problems e.g. doctor unavailable; 4.0 = Other problems with services/service providers; 5.0 = Child was unwell/in hospital when appointment due; 6.0 = Other reason relating to baby; 7.0 = Medical problems related to/bad reactions to; 8.0 = Mother/parent unable to keep appointment; 9.0 = Other reason relating to family; 10.0 = Next appointment in the near future/soon; 11.0 = Doesn t want child to have all immunisations at; 12.0 = Parent hasn t got around to it yet; 13.0 = Prefers to use homeopathic alternative/other method; 14.0 = Parent doesn t like needles/injections; 15.0 = Associated health risks/concerns; 16.0 = Benefits do not outweigh the risks; 17.0 = Believes child is too young, prefers to wait until; 18.0 = Parental choice, no specific reason; 20.0 = No reason given/don t know; 85.0 = Other answer (not codeable 1-18, 20)"
ACIMAC0C,Reasons not had any immunisations MC3   ,"-9.0 = Refusal; -8.0 = Don't Know; -1.0 = Not applicable; 1.0 = Administrative error/difficulties e.g. no; 2.0 = Lack of supplies/immunisationation; 3.0 = Staffing problems e.g. doctor unavailable; 4.0 = Other problems with services/service providers; 5.0 = Child was unwell/in hospital when appointment due; 6.0 = Other reason relating to baby; 7.0 = Medical problems related to/bad reactions to; 8.0 = Mother/parent unable to keep appointment; 9.0 = Other reason relating to family; 10.0 = Next appointment in the near future/soon; 11.0 = Doesn t want child to have all immunisations at; 12.0 = Parent hasn t got around to it yet; 13.0 = Prefers to use homeopathic alternative/other method; 14.0 = Parent doesn t like needles/injections; 15.0 = Associated health risks/concerns; 16.0 = Benefits do not outweigh the risks; 17.0 = Believes child is too young, prefers to wait until; 18.0 = Parental choice, no specific reason; 20.0 = No reason given/don t know; 85.0 = Other answer (not codeable 1-18, 20)","Reasons not had any immunisations MC3   : -9.0 = Refusal; -8.0 = Don't Know; -1.0 = Not applicable; 1.0 = Administrative error/difficulties e.g. no; 2.0 = Lack of supplies/immunisationation; 3.0 = Staffing problems e.g. doctor unavailable; 4.0 = Other problems with services/service providers; 5.0 = Child was unwell/in hospital when appointment due; 6.0 = Other reason relating to baby; 7.0 = Medical problems related to/bad reactions to; 8.0 = Mother/parent unable to keep appointment; 9.0 = Other reason relating to family; 10.0 = Next appointment in the near future/soon; 11.0 = Doesn t want child to have all immunisations at; 12.0 = Parent hasn t got around to it yet; 13.0 = Prefers to use homeopathic alternative/other method; 14.0 = Parent doesn t like needles/injections; 15.0 = Associated health risks/concerns; 16.0 = Benefits do not outweigh the risks; 17.0 = Believes child is too young, prefers to wait until; 18.0 = Parental choice, no specific reason; 20.0 = No reason given/don t know; 85.0 = Other answer (not codeable 1-18, 20)"
ACIMAA0A,Reasons not had all immunisations MC1   ,"-9.0 = Refusal; -8.0 = Don't Know; -1.0 = Not applicable; 1.0 = Administrative error/difficulties e.g. no; 2.0 = Lack of supplies/immunisationation; 3.0 = Staffing problems e.g. doctor unavailable; 4.0 = Other problems with services/service providers; 5.0 = Child was unwell/in hospital when appointment due; 6.0 = Other reason relating to baby; 7.0 = Medical problems related to/bad reactions to; 8.0 = Mother/parent unable to keep appointment; 9.0 = Other reason relating to family; 10.0 = Next appointment in the near future/soon; 11.0 = Doesn t want child to have all immunisations at; 12.0 = Parent hasn t got around to it yet; 13.0 = HIB immunisation not offered; 14.0 = Not had whooping cough; 15.0 = Child was unwell after last immunisation/allergic; 16.0 = Parental choice; 20.0 = No reason given/don t know; 85.0 = Other answer (not codeable 1-16, 20)","Reasons not had all immunisations MC1   : -9.0 = Refusal; -8.0 = Don't Know; -1.0 = Not applicable; 1.0 = Administrative error/difficulties e.g. no; 2.0 = Lack of supplies/immunisationation; 3.0 = Staffing problems e.g. doctor unavailable; 4.0 = Other problems with services/service providers; 5.0 = Child was unwell/in hospital when appointment due; 6.0 = Other reason relating to baby; 7.0 = Medical problems related to/bad reactions to; 8.0 = Mother/parent unable to keep appointment; 9.0 = Other reason relating to family; 10.0 = Next appointment in the near future/soon; 11.0 = Doesn t want child to have all immunisations at; 12.0 = Parent hasn t got around to it yet; 13.0 = HIB immunisation not offered; 14.0 = Not had whooping cough; 15.0 = Child was unwell after last immunisation/allergic; 16.0 = Parental choice; 20.0 = No reason given/don t know; 85.0 = Other answer (not codeable 1-16, 20)"
